run,variant,candidates,long_only,pyramiding,seed,total_return,sharpe,max_drawdown,n_trades,win_rate
leaderboard_rules,long,screened five,True,False,99,0.0714,1.5377,-0.0399,19,0.4211
leaderboard_rules,long,screened five,True,False,100,-0.0478,-1.306,-0.0653,17,0.4118
leaderboard_rules,long,screened five,True,False,101,-0.0361,-1.3021,-0.0608,24,0.375
leaderboard_rules,long,screened five,True,False,102,-0.0262,-0.4207,-0.1208,30,0.4333
leaderboard_rules,long,screened five,True,False,103,-0.0598,-1.292,-0.0891,33,0.3636
leaderboard_rules,long,screened five,True,False,104,-0.0544,-1.4536,-0.0609,23,0.4348
leaderboard_rules,long,screened five,True,False,105,-0.0843,-2.9796,-0.0845,21,0.2381
leaderboard_rules,long,screened five,True,False,106,0.0121,0.3375,-0.0691,32,0.4375
leaderboard_rules,long,screened five,True,False,107,-0.1092,-2.8947,-0.1233,31,0.2903
leaderboard_rules,long,screened five,True,False,108,-0.0213,-0.5244,-0.0696,26,0.5
leaderboard_rules,long,screened five,True,False,109,-0.0321,-0.8944,-0.0683,29,0.5862
leaderboard_rules,long,screened five,True,False,110,-0.0763,-1.5723,-0.1009,29,0.3103
leaderboard_rules,long,screened five,True,False,111,-0.0453,-1.3822,-0.0907,29,0.4138
leaderboard_rules,long,screened five,True,False,112,-0.1528,-3.2734,-0.1717,29,0.3103
leaderboard_rules,long,screened five,True,False,113,-0.0777,-1.8532,-0.0909,28,0.3214
leaderboard_rules,long,screened five,True,False,114,-0.0401,-0.6608,-0.1139,32,0.4375
leaderboard_rules,long,screened five,True,False,115,-0.0536,-1.2629,-0.0643,25,0.44
leaderboard_rules,long,screened five,True,False,116,-0.1707,-3.8347,-0.192,33,0.2727
leaderboard_rules,long,screened five,True,False,117,-0.0271,-0.7568,-0.0545,30,0.5333
leaderboard_rules,long,screened five,True,False,118,0.032,0.7652,-0.0669,24,0.5
leaderboard_rules,long,screened five,True,False,119,-0.0063,-0.0808,-0.051,31,0.3871
leaderboard_rules,long,screened five,True,False,120,-0.074,-1.5492,-0.0916,31,0.2903
leaderboard_rules,long,screened five,True,False,121,-0.1033,-3.5613,-0.1216,31,0.3548
leaderboard_rules,long,screened five,True,False,122,-0.0898,-3.1066,-0.1105,26,0.2692
leaderboard_rules,long,screened five,True,False,123,-0.1031,-2.2722,-0.1067,28,0.3929
leaderboard_rules,long,screened five,True,False,124,-0.0378,-0.9087,-0.0755,29,0.4138
leaderboard_rules,long,screened five,True,False,125,-0.0142,-0.2579,-0.0842,24,0.25
leaderboard_rules,long,screened five,True,False,126,-0.1311,-4.0534,-0.1441,31,0.2903
leaderboard_rules,long,screened five,True,False,127,-0.0672,-1.5676,-0.0832,30,0.3667
leaderboard_rules,long,screened five,True,False,128,0.0064,0.2418,-0.0729,32,0.4375
leaderboard_rules,long,screened five,True,False,129,-0.0314,-0.6427,-0.0627,32,0.4375
leaderboard_rules,long,screened five,True,False,130,-0.0235,-0.4103,-0.0767,31,0.5161
leaderboard_rules,long,screened five,True,False,131,-0.0698,-1.8581,-0.1016,25,0.24
leaderboard_rules,long,screened five,True,False,132,-0.0203,-0.4186,-0.0905,25,0.32
leaderboard_rules,long,screened five,True,False,133,-0.0858,-1.7281,-0.113,29,0.2759
leaderboard_rules,long,screened five,True,False,134,-0.0236,-0.7658,-0.0834,26,0.3846
leaderboard_rules,long,screened five,True,False,135,-0.0396,-1.2816,-0.074,28,0.3929
leaderboard_rules,long,screened five,True,False,136,0.0315,0.7151,-0.0628,27,0.4074
leaderboard_rules,long,screened five,True,False,137,-0.0853,-3.0862,-0.0979,30,0.3
leaderboard_rules,long,screened five,True,False,138,-0.0669,-2.3094,-0.102,24,0.4167
leaderboard_rules,long,screened five,True,False,139,-0.104,-3.4581,-0.1178,26,0.3462
leaderboard_rules,long,screened five,True,False,140,-0.0722,-2.7044,-0.0799,23,0.3478
leaderboard_rules,long,screened five,True,False,141,0.0852,1.6983,-0.0654,29,0.5517
leaderboard_rules,long,screened five,True,False,142,-0.0613,-2.1846,-0.0903,24,0.2083
leaderboard_rules,long,screened five,True,False,143,-0.037,-1.4139,-0.0795,30,0.3667
leaderboard_rules,long,screened five,True,False,144,-0.0628,-1.499,-0.0908,27,0.5185
leaderboard_rules,long,screened five,True,False,145,-0.0979,-3.1015,-0.1072,27,0.3704
leaderboard_rules,long,screened five,True,False,146,-0.0433,-1.279,-0.0676,32,0.3125
leaderboard_rules,long,screened five,True,False,147,-0.009,-0.1382,-0.0731,29,0.4483
leaderboard_rules,long,screened five,True,False,148,-0.0596,-1.9335,-0.0714,24,0.3333
leaderboard_rules,long,screened five,True,False,149,-0.0434,-0.9998,-0.0925,32,0.4375
leaderboard_rules,long,screened five,True,False,150,-0.0522,-1.0006,-0.1058,28,0.3929
leaderboard_rules,long,screened five,True,False,151,-0.1214,-3.4314,-0.1315,32,0.3125
leaderboard_rules,long,screened five,True,False,152,-0.0021,0.0409,-0.0534,26,0.3846
leaderboard_rules,long,screened five,True,False,153,0.0186,0.4756,-0.0602,28,0.3929
leaderboard_rules,long,screened five,True,False,154,0.0114,0.408,-0.041,24,0.4167
leaderboard_rules,long,screened five,True,False,155,-0.1174,-3.9122,-0.1289,27,0.2963
leaderboard_rules,long,screened five,True,False,156,0.0324,0.8432,-0.0798,30,0.3667
leaderboard_rules,long,screened five,True,False,157,-0.1435,-4.439,-0.1602,22,0.2273
leaderboard_rules,long,screened five,True,False,158,0.0012,0.115,-0.0472,25,0.32
leaderboard_rules,long,screened five,True,False,159,-0.0847,-2.4114,-0.1088,25,0.4
leaderboard_rules,long,screened five,True,False,160,-0.0374,-1.0438,-0.0612,27,0.2593
leaderboard_rules,long,screened five,True,False,161,-0.0323,-1.2855,-0.0766,19,0.3684
leaderboard_rules,long,screened five,True,False,162,-0.0552,-1.2008,-0.1127,33,0.4242
leaderboard_rules,long,screened five,True,False,163,-0.0258,-0.613,-0.0639,25,0.32
leaderboard_rules,long,screened five,True,False,164,-0.0278,-0.7891,-0.0749,31,0.4194
leaderboard_rules,long,screened five,True,False,165,-0.0676,-2.6736,-0.0908,27,0.2963
leaderboard_rules,long,screened five,True,False,166,-0.0082,-0.1743,-0.0646,27,0.4074
leaderboard_rules,long,screened five,True,False,167,-0.0748,-1.4712,-0.1012,26,0.3077
leaderboard_rules,long,screened five,True,False,168,-0.0826,-2.0521,-0.095,25,0.32
leaderboard_rules,long,screened five,True,False,169,-0.0759,-1.7809,-0.1342,31,0.3871
leaderboard_rules,long,screened five,True,False,170,-0.0257,-1.0456,-0.0478,25,0.36
leaderboard_rules,long,screened five,True,False,171,-0.1744,-6.153,-0.1764,25,0.12
leaderboard_rules,long,screened five,True,False,172,-0.0561,-2.0057,-0.0746,26,0.3077
leaderboard_rules,long,screened five,True,False,173,-0.0292,-0.6598,-0.0834,27,0.3333
leaderboard_rules,long,screened five,True,False,174,0.0005,0.0855,-0.0499,24,0.3333
leaderboard_rules,long,screened five,True,False,175,-0.0626,-2.433,-0.0829,25,0.28
leaderboard_rules,long,screened five,True,False,176,-0.0677,-1.4445,-0.1366,25,0.44
leaderboard_rules,long,screened five,True,False,177,-0.075,-1.6659,-0.1093,35,0.3429
leaderboard_rules,long,screened five,True,False,178,-0.0238,-0.3978,-0.0958,28,0.3929
leaderboard_rules,long,screened five,True,False,179,-0.0541,-1.687,-0.0915,28,0.4286
leaderboard_rules,long,screened five,True,False,180,-0.0827,-3.0206,-0.0878,26,0.3462
leaderboard_rules,long,screened five,True,False,181,0.0078,0.2731,-0.0992,26,0.3077
leaderboard_rules,long,screened five,True,False,182,-0.0906,-4.3862,-0.0955,22,0.3182
leaderboard_rules,long,screened five,True,False,183,0.0389,0.8068,-0.0734,27,0.5185
leaderboard_rules,long,screened five,True,False,184,-0.0778,-1.5105,-0.1101,30,0.3667
leaderboard_rules,long,screened five,True,False,185,-0.0712,-2.1051,-0.1078,27,0.4074
leaderboard_rules,long,screened five,True,False,186,-0.0074,-0.0681,-0.0584,25,0.44
leaderboard_rules,long,screened five,True,False,187,-0.0444,-1.0606,-0.0663,24,0.375
leaderboard_rules,long,screened five,True,False,188,-0.0643,-1.4109,-0.0919,29,0.3793
leaderboard_rules,long,screened five,True,False,189,-0.0534,-1.6714,-0.098,28,0.5
leaderboard_rules,long,screened five,True,False,190,-0.0333,-0.6955,-0.0687,26,0.3077
leaderboard_rules,long,screened five,True,False,191,0.0317,0.9988,-0.0481,17,0.4706
leaderboard_rules,long,screened five,True,False,192,-0.1274,-4.9308,-0.1357,29,0.2759
leaderboard_rules,long,screened five,True,False,193,-0.0988,-2.2599,-0.1065,33,0.3333
leaderboard_rules,long,screened five,True,False,194,-0.0686,-2.0681,-0.0915,25,0.36
leaderboard_rules,long,screened five,True,False,195,-0.0765,-1.923,-0.0982,31,0.2903
leaderboard_rules,long,screened five,True,False,196,-0.0408,-1.0308,-0.1027,29,0.3448
leaderboard_rules,long,screened five,True,False,197,-0.0267,-0.9829,-0.0516,23,0.4783
leaderboard_rules,long,screened five,True,False,198,-0.1019,-3.5475,-0.1096,27,0.3333
leaderboard_rules,long,screened five,True,False,199,-0.0341,-0.8249,-0.0805,23,0.3913
leaderboard_rules,long,screened five,True,False,200,0.0048,0.2076,-0.0694,25,0.4
leaderboard_rules,long,screened five,True,False,201,-0.0801,-2.547,-0.0991,32,0.375
leaderboard_rules,long,screened five,True,False,202,-0.0469,-0.8548,-0.0904,23,0.3913
leaderboard_rules,long,screened five,True,False,203,-0.1034,-4.1003,-0.1094,27,0.2593
leaderboard_rules,long,screened five,True,False,204,-0.0655,-1.6224,-0.0867,28,0.4286
leaderboard_rules,long,screened five,True,False,205,-0.0441,-1.3695,-0.0612,28,0.3571
leaderboard_rules,long,screened five,True,False,206,-0.0452,-1.1253,-0.0973,26,0.3462
leaderboard_rules,long,screened five,True,False,207,-0.1372,-3.087,-0.1494,28,0.25
leaderboard_rules,long,screened five,True,False,208,-0.0989,-3.6595,-0.112,17,0.2353
leaderboard_rules,long,screened five,True,False,209,-0.0911,-3.5768,-0.0915,26,0.3846
leaderboard_rules,long,screened five,True,False,210,-0.0278,-0.3498,-0.1309,34,0.3824
leaderboard_rules,long,screened five,True,False,211,-0.0729,-1.1761,-0.0993,29,0.3103
leaderboard_rules,long,screened five,True,False,212,-0.1274,-3.3494,-0.1337,24,0.375
leaderboard_rules,long,screened five,True,False,213,0.0354,0.8345,-0.0797,25,0.32
leaderboard_rules,long,screened five,True,False,214,-0.0938,-2.5849,-0.1034,26,0.3462
leaderboard_rules,long,screened five,True,False,215,-0.0072,-0.0709,-0.0835,26,0.4231
leaderboard_rules,long,screened five,True,False,216,-0.0624,-1.9911,-0.0834,26,0.3846
leaderboard_rules,long,screened five,True,False,217,-0.0624,-2.1976,-0.0871,22,0.3636
leaderboard_rules,long,screened five,True,False,218,-0.0834,-2.5,-0.1143,27,0.2963
leaderboard_rules,long,screened five,True,False,219,-0.0828,-3.3101,-0.1069,27,0.3704
leaderboard_rules,long,screened five,True,False,220,-0.0592,-0.9343,-0.1105,29,0.3793
leaderboard_rules,long,screened five,True,False,221,-0.0477,-1.6939,-0.066,24,0.2917
leaderboard_rules,long,screened five,True,False,222,-0.057,-1.8979,-0.0719,25,0.4
leaderboard_rules,long,screened five,True,False,223,-0.081,-1.7401,-0.1319,34,0.3529
leaderboard_rules,long,screened five,True,False,224,0.0271,0.7951,-0.0593,25,0.4
leaderboard_rules,long,screened five,True,False,225,-0.052,-1.0033,-0.0992,28,0.2857
leaderboard_rules,long,screened five,True,False,226,-0.069,-2.214,-0.1015,25,0.36
leaderboard_rules,long,screened five,True,False,227,0.0265,0.784,-0.0673,25,0.44
leaderboard_rules,long,screened five,True,False,228,-0.0491,-1.338,-0.0571,29,0.3448
leaderboard_rules,long,screened five,True,False,229,0.0009,0.1096,-0.047,26,0.4615
leaderboard_rules,long,screened five,True,False,230,0.1152,2.4817,-0.0578,21,0.4762
leaderboard_rules,long,screened five,True,False,231,-0.101,-2.3487,-0.1148,31,0.3548
leaderboard_rules,long,screened five,True,False,232,-0.0988,-3.2387,-0.103,28,0.3214
leaderboard_rules,long,screened five,True,False,233,-0.1503,-3.6738,-0.1547,32,0.375
leaderboard_rules,long,screened five,True,False,234,0.0348,0.9245,-0.0545,36,0.4167
leaderboard_rules,long,screened five,True,False,235,-0.0201,-0.3892,-0.0457,28,0.3929
leaderboard_rules,long,screened five,True,False,236,-0.1378,-5.6524,-0.1402,27,0.3333
leaderboard_rules,long,screened five,True,False,237,0.0132,0.3625,-0.0561,25,0.48
leaderboard_rules,long,screened five,True,False,238,-0.1137,-3.4617,-0.1198,29,0.4138
leaderboard_rules,long,screened five,True,False,239,-0.076,-2.3024,-0.1175,27,0.4074
leaderboard_rules,long,screened five,True,False,240,-0.0899,-2.4882,-0.1004,29,0.2759
leaderboard_rules,long,screened five,True,False,241,0.0163,0.5413,-0.066,24,0.4167
leaderboard_rules,long,screened five,True,False,242,-0.0798,-1.705,-0.152,31,0.3871
leaderboard_rules,long,screened five,True,False,243,-0.0628,-1.2284,-0.1072,29,0.3103
leaderboard_rules,long,screened five,True,False,244,-0.0343,-0.9025,-0.095,30,0.3333
leaderboard_rules,long,screened five,True,False,245,-0.0893,-2.509,-0.1022,20,0.35
leaderboard_rules,long,screened five,True,False,246,-0.0574,-2.5736,-0.0739,27,0.4074
leaderboard_rules,long,screened five,True,False,247,-0.0824,-2.7113,-0.0843,26,0.3462
leaderboard_rules,long,screened five,True,False,248,-0.0708,-1.5117,-0.1029,33,0.4545
leaderboard_rules,long,screened five,True,False,249,-0.083,-2.228,-0.1142,30,0.4333
leaderboard_rules,long,screened five,True,False,250,-0.0339,-0.8871,-0.07,33,0.303
leaderboard_rules,long,screened five,True,False,251,-0.035,-1.1666,-0.0503,18,0.4444
leaderboard_rules,long,screened five,True,False,252,0.0289,0.7033,-0.0504,23,0.3478
leaderboard_rules,long,screened five,True,False,253,-0.1274,-2.8184,-0.1324,30,0.3
leaderboard_rules,long,screened five,True,False,254,-0.0221,-0.6997,-0.0652,28,0.4286
leaderboard_rules,long,screened five,True,False,255,-0.0819,-2.4942,-0.0819,23,0.3043
leaderboard_rules,long,screened five,True,False,256,0.082,1.9705,-0.058,27,0.4444
leaderboard_rules,long,screened five,True,False,257,-0.0174,-0.4099,-0.0486,31,0.4194
leaderboard_rules,long,screened five,True,False,258,0.0236,0.909,-0.033,31,0.4194
leaderboard_rules,long,screened five,True,False,259,-0.0423,-1.6926,-0.0866,24,0.4583
leaderboard_rules,long,screened five,True,False,260,-0.1262,-3.9654,-0.1378,31,0.3871
leaderboard_rules,long,screened five,True,False,261,-0.0949,-2.5343,-0.1274,29,0.2414
leaderboard_rules,long,screened five,True,False,262,-0.0037,0.0115,-0.0776,26,0.4231
leaderboard_rules,long,screened five,True,False,263,-0.0802,-2.0228,-0.1036,28,0.4643
leaderboard_rules,long,screened five,True,False,264,-0.137,-2.8778,-0.157,32,0.3438
leaderboard_rules,long,screened five,True,False,265,-0.0321,-1.5043,-0.0631,19,0.4211
leaderboard_rules,long,screened five,True,False,266,-0.1428,-5.4053,-0.1502,30,0.3
leaderboard_rules,long,screened five,True,False,267,-0.0525,-1.3399,-0.0881,32,0.375
leaderboard_rules,long,screened five,True,False,268,-0.0219,-0.5972,-0.0792,26,0.3462
leaderboard_rules,long,screened five,True,False,269,-0.1052,-2.5115,-0.1259,24,0.375
leaderboard_rules,long,screened five,True,False,270,0.017,0.4679,-0.0901,29,0.3793
leaderboard_rules,long,screened five,True,False,271,-0.0125,-0.4216,-0.0444,30,0.3667
leaderboard_rules,long,screened five,True,False,272,-0.0501,-1.1361,-0.1041,29,0.3793
leaderboard_rules,long,screened five,True,False,273,-0.0571,-1.3428,-0.1412,28,0.2857
leaderboard_rules,long,screened five,True,False,274,-0.1406,-5.2508,-0.1447,25,0.32
leaderboard_rules,long,screened five,True,False,275,-0.0284,-0.7248,-0.0665,29,0.3793
leaderboard_rules,long,screened five,True,False,276,-0.0229,-0.4931,-0.0754,30,0.4333
leaderboard_rules,long,screened five,True,False,277,-0.0251,-0.385,-0.0768,31,0.3871
leaderboard_rules,long,screened five,True,False,278,-0.0944,-2.398,-0.125,27,0.4444
leaderboard_rules,long,screened five,True,False,279,-0.0012,0.0496,-0.0738,28,0.2857
leaderboard_rules,long,screened five,True,False,280,-0.1222,-2.8718,-0.13,28,0.25
leaderboard_rules,long,screened five,True,False,281,-0.0638,-1.1187,-0.082,30,0.4333
leaderboard_rules,long,screened five,True,False,282,-0.021,-0.5915,-0.06,26,0.5385
leaderboard_rules,long,screened five,True,False,283,-0.1203,-4.019,-0.1321,28,0.3929
leaderboard_rules,long,screened five,True,False,284,0.0567,1.3572,-0.0429,23,0.4783
leaderboard_rules,long,screened five,True,False,285,-0.0178,-0.5391,-0.0592,26,0.4615
leaderboard_rules,long,screened five,True,False,286,0.0781,1.7272,-0.0478,31,0.4516
leaderboard_rules,long,screened five,True,False,287,0.0124,0.4026,-0.0373,26,0.5
leaderboard_rules,long,screened five,True,False,288,-0.0235,-0.6369,-0.0715,25,0.48
leaderboard_rules,long,screened five,True,False,289,0.0262,0.7926,-0.0592,27,0.4444
leaderboard_rules,long,screened five,True,False,290,0.0185,0.5488,-0.0556,18,0.3333
leaderboard_rules,long,screened five,True,False,291,-0.0464,-1.0936,-0.0661,33,0.3333
leaderboard_rules,long,screened five,True,False,292,0.0035,0.1792,-0.036,23,0.5217
leaderboard_rules,long,screened five,True,False,293,-0.0603,-1.8678,-0.1128,28,0.3571
leaderboard_rules,long,screened five,True,False,294,0.0229,0.6232,-0.0446,28,0.5
leaderboard_rules,long,screened five,True,False,295,-0.1623,-4.1292,-0.1826,37,0.2703
leaderboard_rules,long,screened five,True,False,296,0.0044,0.1909,-0.0773,25,0.44
leaderboard_rules,long,screened five,True,False,297,-0.1141,-3.269,-0.1311,26,0.2692
leaderboard_rules,long,screened five,True,False,298,-0.0658,-1.9327,-0.0917,25,0.28
leaderboard_rules,long,screened five,True,False,299,0.0121,0.4142,-0.0446,27,0.3704
leaderboard_rules,long,screened five,True,False,300,-0.0566,-1.6934,-0.1004,29,0.3793
leaderboard_rules,long,screened five,True,False,301,-0.0012,0.0767,-0.1014,31,0.2903
leaderboard_rules,long,screened five,True,False,302,-0.0387,-0.9726,-0.0666,33,0.4545
leaderboard_rules,long,screened five,True,False,303,-0.1176,-3.5157,-0.1242,29,0.3448
leaderboard_rules,long,screened five,True,False,304,-0.0569,-1.3276,-0.0868,32,0.1875
leaderboard_rules,long,screened five,True,False,305,0.0103,0.3322,-0.0537,19,0.4211
leaderboard_rules,long,screened five,True,False,306,-0.0474,-1.0313,-0.088,29,0.3448
leaderboard_rules,long,screened five,True,False,307,-0.0514,-1.5979,-0.0638,27,0.3704
