run,agent,date,equity
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-07-27,9316.33
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-07-28,9357.02
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-07-29,9314.64
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-07-30,10182.59
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-07-31,10442.37
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-03,10874.77
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-04,11011.94
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-05,10892.39
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-06,11169.47
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-07,11172.37
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-10,11308.01
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-11,11257.73
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-12,11003.44
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-13,11102.88
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-14,11069.81
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-17,10733.52
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-18,10762.12
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-19,10822.0
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-20,10771.63
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-21,10818.42
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-24,10909.54
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-25,11008.04
leaderboard_rules,Prompt 1 — leaderboard mandate,2026-08-26,11101.25
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-01,10000.0
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-02,9979.83
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-03,9979.83
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-04,9979.83
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-05,9979.83
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-08,9979.83
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-09,9897.89
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-10,9868.2
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-11,9910.42
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-12,9862.41
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-15,9856.15
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-16,9844.38
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-17,9826.34
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-18,9806.55
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-22,9778.71
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-23,9716.72
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-24,9718.27
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-25,9657.94
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-26,9705.14
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-29,9790.61
leaderboard_rules,Prompt 2 — plus risk rules,2026-06-30,9771.3
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-01,9833.97
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-02,9857.34
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-06,9894.18
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-07,9929.19
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-08,9846.47
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-09,9979.29
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-10,9906.38
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-13,9985.93
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-14,9993.2
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-15,10294.82
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-16,10090.1
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-17,9982.7
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-20,10094.14
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-21,9995.62
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-22,9886.6
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-23,9434.77
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-24,9372.18
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-27,9343.11
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-28,9321.71
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-29,9151.71
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-30,9509.06
leaderboard_rules,Prompt 2 — plus risk rules,2026-07-31,10965.91
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-03,11468.21
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-04,11201.72
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-05,11009.11
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-06,10993.36
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-07,11083.0
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-10,11228.77
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-11,10993.77
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-12,10792.28
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-13,10705.47
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-14,10605.33
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-17,10551.22
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-18,10476.12
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-19,10734.14
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-20,10502.77
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-21,10443.01
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-24,10581.91
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-25,10541.13
leaderboard_rules,Prompt 2 — plus risk rules,2026-08-26,10499.12
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-01,10000.0
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-02,10048.35
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-03,10016.21
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-04,10022.52
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-05,9997.22
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-08,9959.49
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-09,9949.2
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-10,9911.37
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-11,9911.37
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-12,9876.57
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-15,9912.0
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-16,9930.88
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-17,9908.85
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-18,9922.64
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-22,9915.95
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-23,9897.8
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-24,9889.63
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-25,9801.79
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-26,9801.79
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-29,9787.47
leaderboard_rules,Prompt 3 — full decision procedure,2026-06-30,9787.47
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-01,9787.47
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-02,9882.09
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-06,9908.91
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-07,9895.6
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-08,9913.77
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-09,9932.6
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-10,9926.61
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-13,9939.86
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-14,9923.55
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-15,10007.68
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-16,10046.01
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-17,10049.21
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-20,10001.62
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-21,10009.27
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-22,9996.96
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-23,9968.81
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-24,10044.41
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-27,10070.3
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-28,10091.4
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-29,10078.82
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-30,10047.14
leaderboard_rules,Prompt 3 — full decision procedure,2026-07-31,9883.95
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-03,9847.41
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-04,9887.08
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-05,9897.86
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-06,9907.25
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-07,9913.37
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-10,9881.39
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-11,9859.08
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-12,9841.36
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-13,9861.41
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-14,9865.87
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-17,9863.61
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-18,9893.18
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-19,9938.48
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-20,9901.64
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-21,9888.66
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-24,9895.25
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-25,9892.32
leaderboard_rules,Prompt 3 — full decision procedure,2026-08-26,9913.88
leaderboard_rules,Momentum rule (long only),2026-06-01,10000.0
leaderboard_rules,Momentum rule (long only),2026-06-02,10048.34
leaderboard_rules,Momentum rule (long only),2026-06-03,9929.7
leaderboard_rules,Momentum rule (long only),2026-06-04,9909.54
leaderboard_rules,Momentum rule (long only),2026-06-05,9784.95
leaderboard_rules,Momentum rule (long only),2026-06-08,9805.87
leaderboard_rules,Momentum rule (long only),2026-06-09,9697.16
leaderboard_rules,Momentum rule (long only),2026-06-10,9659.0
leaderboard_rules,Momentum rule (long only),2026-06-11,9652.38
leaderboard_rules,Momentum rule (long only),2026-06-12,9673.53
leaderboard_rules,Momentum rule (long only),2026-06-15,9671.58
leaderboard_rules,Momentum rule (long only),2026-06-16,9704.54
leaderboard_rules,Momentum rule (long only),2026-06-17,9688.63
leaderboard_rules,Momentum rule (long only),2026-06-18,9675.47
leaderboard_rules,Momentum rule (long only),2026-06-22,9748.43
leaderboard_rules,Momentum rule (long only),2026-06-23,9719.91
leaderboard_rules,Momentum rule (long only),2026-06-24,9814.45
leaderboard_rules,Momentum rule (long only),2026-06-25,9895.36
leaderboard_rules,Momentum rule (long only),2026-06-26,9826.09
leaderboard_rules,Momentum rule (long only),2026-06-29,9922.54
leaderboard_rules,Momentum rule (long only),2026-06-30,9973.31
leaderboard_rules,Momentum rule (long only),2026-07-01,9888.79
leaderboard_rules,Momentum rule (long only),2026-07-02,9942.54
leaderboard_rules,Momentum rule (long only),2026-07-06,9981.06
leaderboard_rules,Momentum rule (long only),2026-07-07,9845.87
leaderboard_rules,Momentum rule (long only),2026-07-08,9607.8
leaderboard_rules,Momentum rule (long only),2026-07-09,9593.79
leaderboard_rules,Momentum rule (long only),2026-07-10,9526.4
leaderboard_rules,Momentum rule (long only),2026-07-13,9585.22
leaderboard_rules,Momentum rule (long only),2026-07-14,9302.94
leaderboard_rules,Momentum rule (long only),2026-07-15,9405.61
leaderboard_rules,Momentum rule (long only),2026-07-16,9373.14
leaderboard_rules,Momentum rule (long only),2026-07-17,9301.87
leaderboard_rules,Momentum rule (long only),2026-07-20,9293.26
leaderboard_rules,Momentum rule (long only),2026-07-21,9247.33
leaderboard_rules,Momentum rule (long only),2026-07-22,9251.43
leaderboard_rules,Momentum rule (long only),2026-07-23,9121.62
leaderboard_rules,Momentum rule (long only),2026-07-24,9191.69
leaderboard_rules,Momentum rule (long only),2026-07-27,9144.95
leaderboard_rules,Momentum rule (long only),2026-07-28,9223.03
leaderboard_rules,Momentum rule (long only),2026-07-29,9304.67
leaderboard_rules,Momentum rule (long only),2026-07-30,9170.25
leaderboard_rules,Momentum rule (long only),2026-07-31,9126.63
leaderboard_rules,Momentum rule (long only),2026-08-03,9163.57
leaderboard_rules,Momentum rule (long only),2026-08-04,9193.58
leaderboard_rules,Momentum rule (long only),2026-08-05,9244.11
leaderboard_rules,Momentum rule (long only),2026-08-06,9339.3
leaderboard_rules,Momentum rule (long only),2026-08-07,9524.23
leaderboard_rules,Momentum rule (long only),2026-08-10,9657.68
leaderboard_rules,Momentum rule (long only),2026-08-11,9609.83
leaderboard_rules,Momentum rule (long only),2026-08-12,9584.81
leaderboard_rules,Momentum rule (long only),2026-08-13,9649.13
leaderboard_rules,Momentum rule (long only),2026-08-14,9549.49
leaderboard_rules,Momentum rule (long only),2026-08-17,9332.03
leaderboard_rules,Momentum rule (long only),2026-08-18,9380.65
leaderboard_rules,Momentum rule (long only),2026-08-19,9723.32
leaderboard_rules,Momentum rule (long only),2026-08-20,9666.16
leaderboard_rules,Momentum rule (long only),2026-08-21,9738.78
leaderboard_rules,Momentum rule (long only),2026-08-24,9687.34
leaderboard_rules,Momentum rule (long only),2026-08-25,9706.03
leaderboard_rules,Momentum rule (long only),2026-08-26,9527.62
leaderboard_rules,Momentum rule (long and short),2026-06-01,10000.0
leaderboard_rules,Momentum rule (long and short),2026-06-02,10048.34
leaderboard_rules,Momentum rule (long and short),2026-06-03,9929.7
leaderboard_rules,Momentum rule (long and short),2026-06-04,9909.54
leaderboard_rules,Momentum rule (long and short),2026-06-05,9784.95
leaderboard_rules,Momentum rule (long and short),2026-06-08,9805.87
leaderboard_rules,Momentum rule (long and short),2026-06-09,9697.16
leaderboard_rules,Momentum rule (long and short),2026-06-10,9659.0
leaderboard_rules,Momentum rule (long and short),2026-06-11,9652.38
leaderboard_rules,Momentum rule (long and short),2026-06-12,9673.53
leaderboard_rules,Momentum rule (long and short),2026-06-15,9671.58
leaderboard_rules,Momentum rule (long and short),2026-06-16,9704.54
leaderboard_rules,Momentum rule (long and short),2026-06-17,9688.63
leaderboard_rules,Momentum rule (long and short),2026-06-18,9675.47
leaderboard_rules,Momentum rule (long and short),2026-06-22,9748.43
leaderboard_rules,Momentum rule (long and short),2026-06-23,9719.91
leaderboard_rules,Momentum rule (long and short),2026-06-24,9814.45
leaderboard_rules,Momentum rule (long and short),2026-06-25,9895.36
leaderboard_rules,Momentum rule (long and short),2026-06-26,9826.09
leaderboard_rules,Momentum rule (long and short),2026-06-29,9922.54
leaderboard_rules,Momentum rule (long and short),2026-06-30,9973.31
leaderboard_rules,Momentum rule (long and short),2026-07-01,9888.79
leaderboard_rules,Momentum rule (long and short),2026-07-02,9942.54
leaderboard_rules,Momentum rule (long and short),2026-07-06,9981.06
leaderboard_rules,Momentum rule (long and short),2026-07-07,9845.87
leaderboard_rules,Momentum rule (long and short),2026-07-08,9607.8
leaderboard_rules,Momentum rule (long and short),2026-07-09,9593.79
leaderboard_rules,Momentum rule (long and short),2026-07-10,9526.4
leaderboard_rules,Momentum rule (long and short),2026-07-13,9585.22
leaderboard_rules,Momentum rule (long and short),2026-07-14,9302.94
leaderboard_rules,Momentum rule (long and short),2026-07-15,9405.61
leaderboard_rules,Momentum rule (long and short),2026-07-16,9373.14
leaderboard_rules,Momentum rule (long and short),2026-07-17,9301.87
leaderboard_rules,Momentum rule (long and short),2026-07-20,9293.26
leaderboard_rules,Momentum rule (long and short),2026-07-21,9247.33
leaderboard_rules,Momentum rule (long and short),2026-07-22,9251.43
leaderboard_rules,Momentum rule (long and short),2026-07-23,9121.62
leaderboard_rules,Momentum rule (long and short),2026-07-24,9191.69
leaderboard_rules,Momentum rule (long and short),2026-07-27,9144.95
leaderboard_rules,Momentum rule (long and short),2026-07-28,9223.03
leaderboard_rules,Momentum rule (long and short),2026-07-29,9304.67
leaderboard_rules,Momentum rule (long and short),2026-07-30,9170.25
leaderboard_rules,Momentum rule (long and short),2026-07-31,9126.63
leaderboard_rules,Momentum rule (long and short),2026-08-03,9163.57
leaderboard_rules,Momentum rule (long and short),2026-08-04,9193.58
leaderboard_rules,Momentum rule (long and short),2026-08-05,9244.11
leaderboard_rules,Momentum rule (long and short),2026-08-06,9339.3
leaderboard_rules,Momentum rule (long and short),2026-08-07,9524.23
leaderboard_rules,Momentum rule (long and short),2026-08-10,9657.68
leaderboard_rules,Momentum rule (long and short),2026-08-11,9609.83
leaderboard_rules,Momentum rule (long and short),2026-08-12,9584.81
leaderboard_rules,Momentum rule (long and short),2026-08-13,9649.13
leaderboard_rules,Momentum rule (long and short),2026-08-14,9549.49
leaderboard_rules,Momentum rule (long and short),2026-08-17,9332.03
leaderboard_rules,Momentum rule (long and short),2026-08-18,9380.65
leaderboard_rules,Momentum rule (long and short),2026-08-19,9723.32
leaderboard_rules,Momentum rule (long and short),2026-08-20,9666.16
leaderboard_rules,Momentum rule (long and short),2026-08-21,9738.78
leaderboard_rules,Momentum rule (long and short),2026-08-24,9687.34
leaderboard_rules,Momentum rule (long and short),2026-08-25,9706.03
leaderboard_rules,Momentum rule (long and short),2026-08-26,9527.62
leaderboard_rules,Just hold all 50 stocks equally,2026-06-01,10000.0
leaderboard_rules,Just hold all 50 stocks equally,2026-06-02,10029.68
leaderboard_rules,Just hold all 50 stocks equally,2026-06-03,9933.21
leaderboard_rules,Just hold all 50 stocks equally,2026-06-04,10049.26
leaderboard_rules,Just hold all 50 stocks equally,2026-06-05,9916.2
leaderboard_rules,Just hold all 50 stocks equally,2026-06-08,9901.98
leaderboard_rules,Just hold all 50 stocks equally,2026-06-09,9899.92
leaderboard_rules,Just hold all 50 stocks equally,2026-06-10,9790.62
leaderboard_rules,Just hold all 50 stocks equally,2026-06-11,9838.3
leaderboard_rules,Just hold all 50 stocks equally,2026-06-12,9869.87
leaderboard_rules,Just hold all 50 stocks equally,2026-06-15,9944.98
leaderboard_rules,Just hold all 50 stocks equally,2026-06-16,9951.6
leaderboard_rules,Just hold all 50 stocks equally,2026-06-17,9806.63
leaderboard_rules,Just hold all 50 stocks equally,2026-06-18,9760.84
leaderboard_rules,Just hold all 50 stocks equally,2026-06-22,9709.66
leaderboard_rules,Just hold all 50 stocks equally,2026-06-23,9747.65
leaderboard_rules,Just hold all 50 stocks equally,2026-06-24,9750.42
leaderboard_rules,Just hold all 50 stocks equally,2026-06-25,9707.65
leaderboard_rules,Just hold all 50 stocks equally,2026-06-26,9809.73
leaderboard_rules,Just hold all 50 stocks equally,2026-06-29,9858.36
leaderboard_rules,Just hold all 50 stocks equally,2026-06-30,9836.29
leaderboard_rules,Just hold all 50 stocks equally,2026-07-01,9931.28
leaderboard_rules,Just hold all 50 stocks equally,2026-07-02,10058.01
leaderboard_rules,Just hold all 50 stocks equally,2026-07-06,10104.04
leaderboard_rules,Just hold all 50 stocks equally,2026-07-07,10136.41
leaderboard_rules,Just hold all 50 stocks equally,2026-07-08,10021.03
leaderboard_rules,Just hold all 50 stocks equally,2026-07-09,10062.72
leaderboard_rules,Just hold all 50 stocks equally,2026-07-10,10087.42
leaderboard_rules,Just hold all 50 stocks equally,2026-07-13,10086.06
leaderboard_rules,Just hold all 50 stocks equally,2026-07-14,9988.73
leaderboard_rules,Just hold all 50 stocks equally,2026-07-15,10041.82
leaderboard_rules,Just hold all 50 stocks equally,2026-07-16,10113.61
leaderboard_rules,Just hold all 50 stocks equally,2026-07-17,10025.58
leaderboard_rules,Just hold all 50 stocks equally,2026-07-20,9979.64
leaderboard_rules,Just hold all 50 stocks equally,2026-07-21,10007.85
leaderboard_rules,Just hold all 50 stocks equally,2026-07-22,9980.94
leaderboard_rules,Just hold all 50 stocks equally,2026-07-23,9865.56
leaderboard_rules,Just hold all 50 stocks equally,2026-07-24,9961.0
leaderboard_rules,Just hold all 50 stocks equally,2026-07-27,10056.57
leaderboard_rules,Just hold all 50 stocks equally,2026-07-28,10189.62
leaderboard_rules,Just hold all 50 stocks equally,2026-07-29,10118.15
leaderboard_rules,Just hold all 50 stocks equally,2026-07-30,10119.81
leaderboard_rules,Just hold all 50 stocks equally,2026-07-31,10168.44
leaderboard_rules,Just hold all 50 stocks equally,2026-08-03,10271.04
leaderboard_rules,Just hold all 50 stocks equally,2026-08-04,10394.87
leaderboard_rules,Just hold all 50 stocks equally,2026-08-05,10429.42
leaderboard_rules,Just hold all 50 stocks equally,2026-08-06,10427.1
leaderboard_rules,Just hold all 50 stocks equally,2026-08-07,10479.48
leaderboard_rules,Just hold all 50 stocks equally,2026-08-10,10535.67
leaderboard_rules,Just hold all 50 stocks equally,2026-08-11,10502.43
leaderboard_rules,Just hold all 50 stocks equally,2026-08-12,10501.62
leaderboard_rules,Just hold all 50 stocks equally,2026-08-13,10553.64
leaderboard_rules,Just hold all 50 stocks equally,2026-08-14,10528.89
leaderboard_rules,Just hold all 50 stocks equally,2026-08-17,10410.37
leaderboard_rules,Just hold all 50 stocks equally,2026-08-18,10467.59
leaderboard_rules,Just hold all 50 stocks equally,2026-08-19,10562.08
leaderboard_rules,Just hold all 50 stocks equally,2026-08-20,10448.8
leaderboard_rules,Just hold all 50 stocks equally,2026-08-21,10539.2
leaderboard_rules,Just hold all 50 stocks equally,2026-08-24,10561.49
leaderboard_rules,Just hold all 50 stocks equally,2026-08-25,10587.58
leaderboard_rules,Just hold all 50 stocks equally,2026-08-26,10541.81
leaderboard_rules,S&P 500 (SPY),2026-06-01,10000.0
leaderboard_rules,S&P 500 (SPY),2026-06-02,10013.58
leaderboard_rules,S&P 500 (SPY),2026-06-03,9943.31
leaderboard_rules,S&P 500 (SPY),2026-06-04,9980.88
leaderboard_rules,S&P 500 (SPY),2026-06-05,9723.28
leaderboard_rules,S&P 500 (SPY),2026-06-08,9745.3
leaderboard_rules,S&P 500 (SPY),2026-06-09,9716.69
leaderboard_rules,S&P 500 (SPY),2026-06-10,9563.5
leaderboard_rules,S&P 500 (SPY),2026-06-11,9726.05
leaderboard_rules,S&P 500 (SPY),2026-06-12,9778.65
leaderboard_rules,S&P 500 (SPY),2026-06-15,9951.09
leaderboard_rules,S&P 500 (SPY),2026-06-16,9891.77
leaderboard_rules,S&P 500 (SPY),2026-06-17,9768.24
leaderboard_rules,S&P 500 (SPY),2026-06-18,9869.8
leaderboard_rules,S&P 500 (SPY),2026-06-22,9838.74
leaderboard_rules,S&P 500 (SPY),2026-06-23,9695.86
leaderboard_rules,S&P 500 (SPY),2026-06-24,9691.37
leaderboard_rules,S&P 500 (SPY),2026-06-25,9705.38
leaderboard_rules,S&P 500 (SPY),2026-06-26,9635.19
leaderboard_rules,S&P 500 (SPY),2026-06-29,9793.93
leaderboard_rules,S&P 500 (SPY),2026-06-30,9870.2
leaderboard_rules,S&P 500 (SPY),2026-07-01,9856.85
leaderboard_rules,S&P 500 (SPY),2026-07-02,9843.89
leaderboard_rules,S&P 500 (SPY),2026-07-06,9929.81
leaderboard_rules,S&P 500 (SPY),2026-07-07,9882.62
leaderboard_rules,S&P 500 (SPY),2026-07-08,9852.09
leaderboard_rules,S&P 500 (SPY),2026-07-09,9935.49
leaderboard_rules,S&P 500 (SPY),2026-07-10,9978.31
leaderboard_rules,S&P 500 (SPY),2026-07-13,9901.92
leaderboard_rules,S&P 500 (SPY),2026-07-14,9937.08
leaderboard_rules,S&P 500 (SPY),2026-07-15,9976.46
leaderboard_rules,S&P 500 (SPY),2026-07-16,9922.4
leaderboard_rules,S&P 500 (SPY),2026-07-17,9824.2
leaderboard_rules,S&P 500 (SPY),2026-07-20,9808.34
leaderboard_rules,S&P 500 (SPY),2026-07-21,9890.15
leaderboard_rules,S&P 500 (SPY),2026-07-22,9878.66
leaderboard_rules,S&P 500 (SPY),2026-07-23,9756.66
leaderboard_rules,S&P 500 (SPY),2026-07-24,9766.57
leaderboard_rules,S&P 500 (SPY),2026-07-27,9768.69
leaderboard_rules,S&P 500 (SPY),2026-07-28,9792.08
