run,agent,model,symbol,side,entry_date,exit_date,holding_days,pnl,pnl_pct,reason,confidence,position_usd
leaderboard_rules,Momentum rule (long only),,GE,long,2026-06-17,2026-07-10,23,12.22,0.0146,close,0.85,970.45
leaderboard_rules,Momentum rule (long only),,HD,long,2026-06-22,2026-07-10,18,26.04,0.0289,close,0.85,967.55
leaderboard_rules,Momentum rule (long only),,BKNG,long,2026-06-25,2026-07-10,15,-31.02,-0.0296,close,0.85,981.45
leaderboard_rules,Momentum rule (long only),,MRK,long,2026-06-30,2026-07-13,13,-44.57,-0.0436,close,0.85,977.4
leaderboard_rules,Momentum rule (long only),,ABBV,long,2026-06-29,2026-07-14,15,-26.39,-0.0279,close,0.85,883.57
leaderboard_rules,Momentum rule (long only),,IBM,long,2026-07-07,2026-07-14,7,-253.05,-0.2594,invalidation,0.85,969.01
leaderboard_rules,Momentum rule (long only),,NOW,long,2026-07-10,2026-07-16,6,-97.87,-0.1001,invalidation,0.85,959.38
leaderboard_rules,Momentum rule (long only),,GS,long,2026-07-15,2026-07-17,2,-82.49,-0.0868,invalidation,0.85,930.29
leaderboard_rules,Momentum rule (long only),,ADBE,long,2026-07-09,2026-07-23,14,34.21,0.0376,close,0.85,960.78
leaderboard_rules,Momentum rule (long only),,META,long,2026-07-13,2026-07-23,10,-78.13,-0.0801,invalidation,0.85,952.64
leaderboard_rules,Momentum rule (long only),,TMUS,long,2026-07-16,2026-07-23,7,-87.16,-0.0908,invalidation,0.85,940.56
leaderboard_rules,Momentum rule (long only),,ACN,long,2026-07-17,2026-07-24,7,-18.02,-0.0172,close,0.85,937.31
leaderboard_rules,Momentum rule (long only),,AMD,long,2026-07-22,2026-07-24,2,33.29,0.038,close,0.85,924.73
leaderboard_rules,Momentum rule (long only),,GS,long,2026-07-23,2026-07-29,6,-42.8,-0.0443,close,0.85,925.14
leaderboard_rules,Momentum rule (long only),,BAC,long,2026-06-12,2026-07-30,48,105.37,0.1113,close,0.85,965.24
leaderboard_rules,Momentum rule (long only),,ADBE,long,2026-07-30,2026-07-31,1,-35.64,-0.0363,invalidation,0.85,930.47
leaderboard_rules,Momentum rule (long only),,AAPL,long,2026-07-14,2026-08-03,20,-14.67,-0.0133,close,0.85,958.52
leaderboard_rules,Momentum rule (long only),,CVX,long,2026-07-20,2026-08-05,16,22.58,0.0263,close,0.85,930.19
leaderboard_rules,Momentum rule (long only),,XOM,long,2026-07-21,2026-08-06,16,30.6,0.035,close,0.85,929.33
leaderboard_rules,Momentum rule (long only),,ADBE,long,2026-08-06,2026-08-13,7,32.49,0.0372,close,0.85,924.41
leaderboard_rules,Momentum rule (long only),,MSFT,long,2026-07-31,2026-08-18,18,62.37,0.0701,close,0.85,917.03
leaderboard_rules,Momentum rule (long only),,ORCL,long,2026-08-04,2026-08-19,15,9.14,0.012,close,0.85,916.36
leaderboard_rules,Momentum rule (long only),,RTX,long,2026-08-03,2026-08-20,17,11.34,0.0144,close,0.85,912.66
leaderboard_rules,Momentum rule (long only),,NVDA,long,2026-08-13,2026-08-20,7,-30.37,-0.0298,close,0.85,956.87
leaderboard_rules,Momentum rule (long only),,BKNG,long,2026-07-29,2026-08-24,26,65.7,0.0733,close,0.85,922.3
leaderboard_rules,Momentum rule (long only),,NOW,long,2026-08-05,2026-08-26,21,16.78,0.0203,close,0.85,919.36
leaderboard_rules,Momentum rule (long only),,TMO,long,2026-07-24,2026-08-26,33,100.03,0.1118,end_of_window,0.85,912.16
leaderboard_rules,Momentum rule (long only),,ABT,long,2026-07-27,2026-08-26,30,86.47,0.0962,end_of_window,0.85,919.17
leaderboard_rules,Momentum rule (long only),,ACN,long,2026-07-28,2026-08-26,29,140.37,0.1557,end_of_window,0.85,914.5
leaderboard_rules,Momentum rule (long only),,CRM,long,2026-08-07,2026-08-26,19,54.8,0.076,end_of_window,0.85,740.95
leaderboard_rules,Momentum rule (long only),,MRK,long,2026-08-18,2026-08-26,8,105.87,0.1156,end_of_window,0.85,933.2
leaderboard_rules,Momentum rule (long only),,LLY,long,2026-08-19,2026-08-26,7,-44.3,-0.0453,end_of_window,0.85,938.07
leaderboard_rules,Momentum rule (long only),,CVX,long,2026-08-20,2026-08-26,6,-42.35,-0.0416,end_of_window,0.85,972.33
leaderboard_rules,Momentum rule (long only),,NFLX,long,2026-08-21,2026-08-26,5,11.45,0.0146,end_of_window,0.85,911.75
leaderboard_rules,Momentum rule (long only),,TSLA,long,2026-08-24,2026-08-26,2,-43.92,-0.0431,end_of_window,0.85,973.88
leaderboard_rules,Momentum rule (long only),,DIS,long,2026-08-26,2026-08-26,0,-16.14,-0.015,end_of_window,0.85,950.17
leaderboard_rules,Momentum rule (long and short),,ORCL,long,2026-06-03,2026-06-04,1,-66.59,-0.0643,invalidation,0.85,1004.83
leaderboard_rules,Momentum rule (long and short),,IBM,long,2026-06-02,2026-06-05,3,-62.37,-0.0604,invalidation,0.85,1000.0
leaderboard_rules,Momentum rule (long and short),,AMD,long,2026-06-04,2026-06-05,1,-32.11,-0.0304,invalidation,0.85,992.97
leaderboard_rules,Momentum rule (long and short),,ORCL,long,2026-06-05,2026-06-05,0,-53.99,-0.0525,invalidation,0.85,990.95
leaderboard_rules,Momentum rule (long and short),,NOW,long,2026-06-08,2026-06-09,1,-74.07,-0.0738,invalidation,0.85,978.5
leaderboard_rules,Momentum rule (long and short),,TMO,long,2026-06-10,2026-06-12,2,-28.71,-0.0276,close,0.85,969.72
leaderboard_rules,Momentum rule (long and short),,IBM,long,2026-06-09,2026-06-15,6,-33.81,-0.0325,close,0.85,980.59
leaderboard_rules,Momentum rule (long and short),,AMD,long,2026-06-23,2026-06-23,0,-4.97,-0.0031,invalidation,0.85,974.84
leaderboard_rules,Momentum rule (long and short),,UNH,long,2026-06-15,2026-06-25,10,-2.05,-0.0001,close,0.85,967.35
leaderboard_rules,Momentum rule (long and short),,WFC,long,2026-06-11,2026-06-30,19,11.51,0.0139,close,0.85,965.9
leaderboard_rules,Momentum rule (long and short),,CAT,long,2026-06-16,2026-07-07,21,1.86,0.0039,close,0.85,967.16
leaderboard_rules,Momentum rule (long and short),,AMD,long,2026-06-26,2026-07-08,12,-30.49,-0.0288,close,0.85,989.54
leaderboard_rules,Momentum rule (long and short),,AXP,long,2026-06-18,2026-07-09,21,-25.46,-0.0243,close,0.85,968.86
leaderboard_rules,Momentum rule (long and short),,JPM,long,2026-06-24,2026-07-09,15,-2.28,-0.0004,close,0.85,971.99
leaderboard_rules,Momentum rule (long and short),,NOW,long,2026-07-08,2026-07-09,1,-41.07,-0.0409,invalidation,0.85,959.08
leaderboard_rules,Momentum rule (long and short),,GE,long,2026-06-17,2026-07-10,23,12.22,0.0146,close,0.85,970.45
leaderboard_rules,Momentum rule (long and short),,HD,long,2026-06-22,2026-07-10,18,26.04,0.0289,close,0.85,967.55
leaderboard_rules,Momentum rule (long and short),,BKNG,long,2026-06-25,2026-07-10,15,-31.02,-0.0296,close,0.85,981.45
leaderboard_rules,Momentum rule (long and short),,MRK,long,2026-06-30,2026-07-13,13,-44.57,-0.0436,close,0.85,977.4
leaderboard_rules,Momentum rule (long and short),,ABBV,long,2026-06-29,2026-07-14,15,-26.39,-0.0279,close,0.85,883.57
leaderboard_rules,Momentum rule (long and short),,IBM,long,2026-07-07,2026-07-14,7,-253.05,-0.2594,invalidation,0.85,969.01
leaderboard_rules,Momentum rule (long and short),,NOW,long,2026-07-10,2026-07-16,6,-97.87,-0.1001,invalidation,0.85,959.38
leaderboard_rules,Momentum rule (long and short),,GS,long,2026-07-15,2026-07-17,2,-82.49,-0.0868,invalidation,0.85,930.29
leaderboard_rules,Momentum rule (long and short),,ADBE,long,2026-07-09,2026-07-23,14,34.21,0.0376,close,0.85,960.78
leaderboard_rules,Momentum rule (long and short),,META,long,2026-07-13,2026-07-23,10,-78.13,-0.0801,invalidation,0.85,952.64
leaderboard_rules,Momentum rule (long and short),,TMUS,long,2026-07-16,2026-07-23,7,-87.16,-0.0908,invalidation,0.85,940.56
leaderboard_rules,Momentum rule (long and short),,ACN,long,2026-07-17,2026-07-24,7,-18.02,-0.0172,close,0.85,937.31
leaderboard_rules,Momentum rule (long and short),,AMD,long,2026-07-22,2026-07-24,2,33.29,0.038,close,0.85,924.73
leaderboard_rules,Momentum rule (long and short),,GS,long,2026-07-23,2026-07-29,6,-42.8,-0.0443,close,0.85,925.14
leaderboard_rules,Momentum rule (long and short),,BAC,long,2026-06-12,2026-07-30,48,105.37,0.1113,close,0.85,965.24
leaderboard_rules,Momentum rule (long and short),,ADBE,long,2026-07-30,2026-07-31,1,-35.64,-0.0363,invalidation,0.85,930.47
leaderboard_rules,Momentum rule (long and short),,AAPL,long,2026-07-14,2026-08-03,20,-14.67,-0.0133,close,0.85,958.52
leaderboard_rules,Momentum rule (long and short),,CVX,long,2026-07-20,2026-08-05,16,22.58,0.0263,close,0.85,930.19
leaderboard_rules,Momentum rule (long and short),,XOM,long,2026-07-21,2026-08-06,16,30.6,0.035,close,0.85,929.33
leaderboard_rules,Momentum rule (long and short),,ADBE,long,2026-08-06,2026-08-13,7,32.49,0.0372,close,0.85,924.41
leaderboard_rules,Momentum rule (long and short),,MSFT,long,2026-07-31,2026-08-18,18,62.37,0.0701,close,0.85,917.03
leaderboard_rules,Momentum rule (long and short),,ORCL,long,2026-08-04,2026-08-19,15,9.14,0.012,close,0.85,916.36
leaderboard_rules,Momentum rule (long and short),,RTX,long,2026-08-03,2026-08-20,17,11.34,0.0144,close,0.85,912.66
leaderboard_rules,Momentum rule (long and short),,NVDA,long,2026-08-13,2026-08-20,7,-30.37,-0.0298,close,0.85,956.87
leaderboard_rules,Momentum rule (long and short),,BKNG,long,2026-07-29,2026-08-24,26,65.7,0.0733,close,0.85,922.3
leaderboard_rules,Momentum rule (long and short),,NOW,long,2026-08-05,2026-08-26,21,16.78,0.0203,close,0.85,919.36
leaderboard_rules,Momentum rule (long and short),,TMO,long,2026-07-24,2026-08-26,33,100.03,0.1118,end_of_window,0.85,912.16
leaderboard_rules,Momentum rule (long and short),,ABT,long,2026-07-27,2026-08-26,30,86.47,0.0962,end_of_window,0.85,919.17
leaderboard_rules,Momentum rule (long and short),,ACN,long,2026-07-28,2026-08-26,29,140.37,0.1557,end_of_window,0.85,914.5
leaderboard_rules,Momentum rule (long and short),,CRM,long,2026-08-07,2026-08-26,19,54.8,0.076,end_of_window,0.85,740.95
leaderboard_rules,Momentum rule (long and short),,MRK,long,2026-08-18,2026-08-26,8,105.87,0.1156,end_of_window,0.85,933.2
leaderboard_rules,Momentum rule (long and short),,LLY,long,2026-08-19,2026-08-26,7,-44.3,-0.0453,end_of_window,0.85,938.07
leaderboard_rules,Momentum rule (long and short),,CVX,long,2026-08-20,2026-08-26,6,-42.35,-0.0416,end_of_window,0.85,972.33
leaderboard_rules,Momentum rule (long and short),,NFLX,long,2026-08-21,2026-08-26,5,11.45,0.0146,end_of_window,0.85,911.75
leaderboard_rules,Momentum rule (long and short),,TSLA,long,2026-08-24,2026-08-26,2,-43.92,-0.0431,end_of_window,0.85,973.88
leaderboard_rules,Momentum rule (long and short),,DIS,long,2026-08-26,2026-08-26,0,-16.14,-0.015,end_of_window,0.85,950.17
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),ORCL,long,2026-06-02,2026-06-02,0,-20.17,-0.0081,invalidation,0.85,2000.0
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),AAPL,long,2026-06-03,2026-06-05,2,-41.53,-0.0188,invalidation,0.85,1995.97
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),MSFT,long,2026-06-08,2026-06-09,1,-68.16,-0.0323,invalidation,0.85,1987.66
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),MSFT,long,2026-06-10,2026-06-11,1,-20.47,-0.0084,invalidation,0.85,1974.03
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),CSCO,long,2026-06-12,2026-06-17,5,-84.22,-0.0323,invalidation,0.85,2459.39
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),AMD,long,2026-06-18,2026-06-29,11,-158.17,-0.0639,invalidation,0.85,2402.52
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),AMZN,long,2026-06-30,2026-07-01,1,-22.85,-0.0099,invalidation,0.85,1921.46
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),IBM,long,2026-07-02,2026-07-14,12,-485.81,-0.2033,invalidation,0.85,2369.17
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),GOOGL,long,2026-07-15,2026-07-17,2,-64.43,-0.0334,close,0.85,1819.72
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),MSFT,long,2026-07-20,2026-07-20,0,-6.73,-0.0017,invalidation,0.85,1806.84
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),TSLA,short,2026-07-21,2026-07-21,0,-22.26,-0.0103,invalidation,0.82,1805.49
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),NVDA,long,2026-07-22,2026-07-22,0,-10.68,-0.0039,invalidation,0.85,1801.04
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),MSFT,long,2026-07-24,2026-07-24,0,-33.01,-0.0164,invalidation,0.85,1798.9
position_limit,Prompt 1 — leaderboard mandate,Qwen3 8B (laptop),MSFT,long,2026-07-27,2026-08-26,30,603.36,0.2729,end_of_window,0.85,2229.31
position_limit,Prompt 2 — plus risk rules,Qwen3 8B (laptop),ORCL,long,2026-06-02,2026-06-03,1,-41.72,-0.0189,invalidation,0.85,2000.0
position_limit,Prompt 2 — plus risk rules,Qwen3 8B (laptop),LLY,long,2026-06-05,2026-06-23,18,-145.38,-0.0571,invalidation,0.85,2460.28
position_limit,Prompt 2 — plus risk rules,Qwen3 8B (laptop),AMZN,long,2026-06-25,2026-06-26,1,-44.57,-0.0207,close,0.85,1962.58
position_limit,Prompt 2 — plus risk rules,Qwen3 8B (laptop),AMZN,long,2026-06-29,2026-08-26,58,257.51,0.1084,end_of_window,0.85,2422.01
position_limit,Prompt 3 — full decision procedure,Qwen3 8B (laptop),AAPL,long,2026-06-02,2026-06-09,7,-82.99,-0.0395,invalidation,0.85,2000.0
position_limit,Prompt 3 — full decision procedure,Qwen3 8B (laptop),AMZN,long,2026-06-10,2026-06-12,2,-74.0,-0.0353,invalidation,0.85,1983.4
position_limit,Prompt 3 — full decision procedure,Qwen3 8B (laptop),NVDA,long,2026-06-16,2026-06-16,0,-33.55,-0.0151,invalidation,0.85,1968.6
position_limit,Prompt 3 — full decision procedure,Qwen3 8B (laptop),AAPL,short,2026-06-29,2026-06-29,0,-14.32,-0.0053,invalidation,0.85,1961.89
position_limit,Prompt 3 — full decision procedure,Qwen3 8B (laptop),AAPL,long,2026-07-02,2026-08-26,55,126.5,0.0666,end_of_window,0.85,1959.03
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),MSFT,long,2026-06-02,2026-06-03,1,-75.85,-0.036,invalidation,0.82,2000.0
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),CAT,long,2026-06-04,2026-06-09,5,-73.95,-0.0354,invalidation,0.81,1979.04
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),GS,long,2026-06-03,2026-06-30,27,-102.46,-0.0401,close,0.82,2435.46
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),CAT,long,2026-06-30,2026-07-02,2,-89.62,-0.0418,close,0.82,2046.3
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),ABBV,long,2026-07-02,2026-07-16,14,-50.43,-0.023,close,0.83,2017.38
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),META,long,2026-07-13,2026-07-23,10,-61.67,-0.0801,invalidation,0.83,752.02
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),LLY,long,2026-06-08,2026-08-04,57,-93.22,-0.0359,close,0.82,2461.37
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),UNH,long,2026-06-09,2026-08-11,63,3.15,0.0033,close,0.81,2465.3
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),AMZN,long,2026-08-04,2026-08-13,9,-82.0,-0.0401,invalidation,0.83,1951.22
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),NVDA,long,2026-08-17,2026-08-24,7,-157.81,-0.0796,invalidation,0.82,1936.63
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),GE,long,2026-06-10,2026-08-26,77,146.11,0.0769,end_of_window,0.82,1952.4
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),BAC,long,2026-07-16,2026-08-26,41,3.99,0.004,end_of_window,0.82,1967.0
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),MSFT,long,2026-08-05,2026-08-26,21,-0.11,0.0019,end_of_window,0.84,1074.54
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),XOM,long,2026-08-11,2026-08-26,15,-9.36,-0.0028,end_of_window,0.82,1953.62
position_limit,"GPT-5.1, Prompt 1 — leaderboard mandate",GPT-5.1 (OpenAI API),V,long,2026-08-25,2026-08-26,1,9.44,0.0071,end_of_window,0.83,1869.02
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),NFLX,long,2026-06-04,2026-06-22,18,-151.94,-0.0984,invalidation,0.83,1514.13
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),AMZN,long,2026-06-08,2026-06-25,17,-105.65,-0.0676,invalidation,0.82,1519.11
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),META,long,2026-06-09,2026-06-25,16,-107.26,-0.0685,invalidation,0.84,1522.67
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),WMT,long,2026-06-03,2026-07-01,28,-136.98,-0.054,invalidation,0.84,2448.82
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),ORCL,long,2026-07-02,2026-07-08,6,-45.58,-0.0296,close,0.82,1444.19
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),ORCL,long,2026-07-13,2026-07-16,3,-137.81,-0.0937,invalidation,0.83,1441.12
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),MSFT,long,2026-06-23,2026-07-31,38,406.03,0.1796,close,0.83,2288.47
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),ABBV,long,2026-07-17,2026-08-06,20,-47.61,-0.031,close,0.82,1445.4
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),COST,long,2026-06-02,2026-08-26,85,25.69,0.0163,end_of_window,0.82,1800.0
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),AMZN,long,2026-06-26,2026-08-26,61,310.91,0.1318,end_of_window,0.82,2397.42
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),LIN,long,2026-08-03,2026-08-26,23,25.49,0.0121,end_of_window,0.82,2521.7
position_limit,"GPT-5.1, Prompt 2 — plus risk rules",GPT-5.1 (OpenAI API),CAT,long,2026-08-11,2026-08-26,15,-53.71,-0.033,end_of_window,0.82,1534.9
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),MSFT,long,2026-06-03,2026-06-08,5,-98.07,-0.0631,invalidation,0.82,1507.25
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),AAPL,long,2026-06-02,2026-06-09,7,-89.82,-0.043,invalidation,0.84,2000.0
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),CAT,long,2026-06-04,2026-06-10,6,-80.5,-0.0518,invalidation,0.83,1496.48
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),ABBV,long,2026-06-05,2026-06-22,17,-38.89,-0.0239,close,0.83,1504.07
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),LLY,long,2026-06-08,2026-06-22,14,-62.83,-0.0403,close,0.83,1485.15
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),MS,long,2026-06-09,2026-06-30,21,-32.11,-0.0198,close,0.84,1472.79
position_limit,"GPT-5.1, Prompt 3 — full decision procedure",GPT-5.1 (OpenAI API),PG,long,2026-06-10,2026-07-01,21,-35.86,-0.0225,close,0.82,1462.11
